link_produk,brand,harga,lokasi_toko,potongan,voucher_klaim,penjualan,jumlah_rating,keunggulan,metode_transaksi
https://www.lazada.co.id/products/pdp-i8738300820.html,2025 Android Tablet Tab 12Inch Full Screen Large Screen Wifi 5g Dual Sim Tablet Pc Original New Tablet for Children Learning Cellphone Tablet Tab Advan Pad,Rp499.000,Kota Jakarta Barat,33% Off,Voucher save 33%,33 sold,(1),,
https://www.lazada.co.id/products/pdp-i8779688906.html,Samsung Galaxy A16 5G 8/256  Sein,Rp1.117.480,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8757366752.html,Itel A90 4+4/128Gb – Trustworthy Durability Ip54 Smartphone – 6.6'' 90Hz Display – Octa-Core – Octa-Core Processor,Rp1.089.000,Kota Jakarta Selatan,8% Off,Voucher save 8%,7 sold,(2),,
https://www.lazada.co.id/products/pdp-i8769682884.html,Cheap Samsung A04E 3/32Gb Cellphone |   A04S 4/128Gb - Guaranteed,Rp900.000,Kota Jakarta Barat,10% Off,Voucher save 10%,,(1),,
https://www.lazada.co.id/products/pdp-i8772246105.html,Vivo Y18 4/6GB | 4/128GB | 6/128GB,Rp1.250.000,Kota Jakarta Barat,,,25 sold,(9),,
https://www.lazada.co.id/products/pdp-i8724968043.html,Itel A70 4+8/256 -4+8/128- 3+5/128 Gb | |   Camera 13 Mp,Rp850.000,Kota Jakarta Barat,23% Off,Voucher save 23%,7 sold,,,
https://www.lazada.co.id/products/pdp-i408998019.html,MITO 366  / FLIP / BLUETOOTH  - dual sim - Radio FM / Hp unik / desain unik / hp murah,Rp270.000,Kota Surabaya,,,55 sold,(10),,
https://www.lazada.co.id/products/pdp-i8741320965.html,Infinix Hot 60i 8/256GB-up to 16GB extended RAM - Helio G81 - 6.7 inch 120Hz HD +-50m,Rp1.550.000,Kota Jakarta Barat,,,28 sold,(7),,
https://www.lazada.co.id/products/pdp-i8289916527.html,Best price!! Oppo A3X 6/128GB Qualcomm®Snapdragon®6S 4G Gen1 warranty,Rp1.250.000,Kota Jakarta Barat,9% Off,Voucher save 9%,42 sold,(19),,
https://www.lazada.co.id/products/pdp-i8316784770.html,Sale Infinix Smart 9 4/128Gb |   4/64Gb |   3/64Gb - up to 6Gb Extended Ram - 6.7 Inch 120Hz Punch Hole Display - Helio G81 - 5000 Mah,Rp1.222.650,Kota Jakarta Barat,21% Off,Voucher save 21%,64 sold,(20),,
https://www.lazada.co.id/products/pdp-i18818711567.html,Samsung Galaxy S26 Ultra 12/512Gb - Silver Shadow |   Hp Ai |   Privacy Display,Rp27.499.000,Kab. Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i18818706000.html,Samsung Galaxy S26+ 12/512Gb - Silver Shadow |   Hp Ai |   Photo Assist |   4900 Mah,Rp22.499.000,Kab. Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i18818731034.html,Samsung Galaxy S26 12/512Gb - Silver Shadow |   Hp Ai |   Photo Assist |   4300 Mah,Rp19.499.000,Kab. Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i18818705998.html,Samsung Galaxy S26 12/512Gb - Pink Gold |   Hp Ai |   Photo Assist |   4300 Mah,Rp19.499.000,Kab. Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i18825051414.html,Unihertz Titan 2 5g 12/512 Qwerty Smartphone,Rp9.799.000,Kota Bekasi,,,,,,
https://www.lazada.co.id/products/pdp-i7407196155.html,Infinix Smart 20 Nfc Ram 8+128 Gb (Replacement for Smart 9 Type) (Extened Ram 4+4 Gb) 6.7 Inch Screen Helio G81 Ultimate Official Guarantee (Registered Imei) Official Infinix Guarantee,Rp1.575.000,Kota Depok,12% Off,Voucher save 12%,245 sold,(122),,
https://www.lazada.co.id/products/pdp-i8765562529.html,Itel A90 4/64Gb – Trustworthy Durability Ip54 – 6.6'' 90Hz Display – Octa-Core – Octa-Core Processor – 5000Mah Battery with Type C,Rp999.000,Kab. Cilacap,29% Off,Voucher save 29%,,,,
https://www.lazada.co.id/products/pdp-i8245052888.html,HUAWEI MATE 50 PRO - 512GB /256GB - BNIB - Original HUAWEI,Rp16.390.000,Kota Pekanbaru,9% Off,Voucher save 9%,,,,
https://www.lazada.co.id/products/pdp-i8371086645.html,Redmi not 14 NFC RAM 16 + 256 GB (8 + 8 GB) MediaTek Helio G99 108 MP camera official warranty 1 year,Rp2.495.000,Kab. Bogor,11% Off,Voucher save 11%,,(0),,
https://www.lazada.co.id/products/pdp-i8389322990.html,Official Infinix Note 50 Pro 8/256GB - Up to 16GB Extended RAM - Helio G100 Ultimate - 6.78” FHD+ Amoled - 50MP OIS,Rp3.209.000,Kota Tangerang,36% Off,Voucher save 36%,84 sold,(22),,
https://www.lazada.co.id/products/pdp-i8807826719.html,Samsung Galaxy S23 ultra 12/512GB HP,Rp9.000.000,Kab. Karawang,,,,,,
https://www.lazada.co.id/products/pdp-i8352142569.html,Oppo Reno15 F 5g (8/128)(8/256)(12/256) 50Mp Ultra Wide Selfie Camera - Official Guarantee from Oppo Indonesia,Rp5.799.000,Kota Jakarta Utara,28% Off,Voucher save 28%,12 sold,(4),,
https://www.lazada.co.id/products/pdp-i8704610690.html,[Jikalaku] Redmi 15C 4g Official Guarantee from Xiaomi Indonesia,Rp1.901.100,Kota Jakarta Pusat,,,40 sold,(4),,
https://www.lazada.co.id/products/pdp-i8665412604.html,Samsung Galaxy Z Flip7 12/512 Exynos 2500 |   Ai Smartphone |   50Mp Camera |   4300 Mah |   Official Sein Warranty 1 Year,Rp14.705.000,Kota Jakarta Barat,18% Off,Voucher save 18%,,,,
https://www.lazada.co.id/products/pdp-i6640044219.html,Sony Xperia Pro-I 5G - 512GB - Like DSLR - BNIB NEW RESMI GLOBAL,Rp15.090.000,Kota Pekanbaru,23% Off,Voucher save 23%,,,,
https://www.lazada.co.id/products/pdp-i8785688354.html,[New launch] realme C85 6/128GB 8/128GB 8/256GB Snapdragon 685 7000mAh Titan battery official warranty,Rp2.599.000,Kota Jakarta Utara,16% Off,Voucher save 16%,,(1),,
https://www.lazada.co.id/products/pdp-i7384736467.html,Realme C71 (6/128GB 8/128GB) official warranty,Rp1.750.000,Kota Jakarta Selatan,,,180 sold,(24),,
https://www.lazada.co.id/products/pdp-i8704998389.html,"Motorola G86 Power 5g 8/256Gb, Dimensity 7400, 6720Mah 50Mp Lyt600 |   Official Motorola 1 Year Guarantee",Rp3.790.000,Kota Jakarta Barat,8% Off,Voucher save 8%,11 sold,(5),,
https://www.lazada.co.id/products/pdp-i8828530837.html,Xiaomi Redmi 10 2022,Rp10.500.000,Kota Bandung,,,,,,
https://www.lazada.co.id/products/pdp-i18824473837.html,Samsung Galaxy S26 Ultra (12/256Gb) |   (12/512Gb) |   (16/1 Tb) Official Guarantee,Rp24.499.000,Kota Jakarta Pusat,,,,,,
https://www.lazada.co.id/products/pdp-i7101094943.html,Xiaomi Redmi 10A Ram 6/128GB Smartphone 4G LET 6.53 inches Dual SIM 5MP+13MP Handphone,Rp1.800.000,Kota Jakarta Barat,,,244 sold,(124),,
https://www.lazada.co.id/products/pdp-i18826842993.html,hp Samsung galaxy z fold 6 12/1tb,Rp9.000.000,Kota Jakarta Pusat,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i18818355416.html,"Xiaomi Redmi 15C 6Gb/128Gb |   Large 6000Mah Battery with 33W Fast Charging |   Sleek and Elegant Design |   6.9"" 120Hz Immersive Display |   50 Mp Dual Ai Camera",Rp1.749.000,Kab. Demak,,,,,,
https://www.lazada.co.id/products/pdp-i8817796370.html,Chic mension HP C85 8/256GB seconds like a new 100% guaranteed and trusted 12 months warranty is guaranteed reliable!! FLASHSALE!!!,Rp1.450.000,Kota Jakarta Barat,3% Off,Voucher save 3%,,(0),,
https://www.lazada.co.id/products/pdp-i7964548850.html,Samsung Galaxy S24 Ultra 5G 12/256GB 12/512GB 12/1TB Garansi Resmi SEIN Titanium Material,Rp21.999.000,Kota Jakarta Pusat,,,,,,
https://www.lazada.co.id/products/pdp-i8746436121.html,Vivo V60 Lite 5G 12/512GB | 8/256GB 4G LTE official warranty,Rp4.051.000,Kota Jakarta Pusat,19% Off,Voucher save 19%,17 sold,(5),,
https://www.lazada.co.id/products/pdp-i8643736043.html,Realme C71 8Gb+16Gb* 128Gb |   Nfc |   6300Mah Massive Battery & 45W Fast Charge |   120Hz Eye Comfort Display |   Ai Experience,Rp2.378.510,Kab. Tangerang,1% Off,Voucher save 1%,8 sold,(1),,
https://www.lazada.co.id/products/pdp-i8791322913.html,[Official Store] Oppo A5 6/128Gb 6/256Gb (6+6Gb Extended Ram) 7000Mah Battery 45W Supervooc,Rp4.099.000,Kota Jakarta Utara,20% Off,Voucher save 20%,,,,
https://www.lazada.co.id/products/pdp-i18827881832.html,"Xiaomi 17 Ultra 16/512GB [Snapdragon 8 Elite Gen 5, 6,9"" Xiaomi HyperRGB OLED display, 6000 mAh] - Garansi Resmi",Rp19.999.000,Kota Madiun,,,,,,
https://www.lazada.co.id/products/pdp-i8812352549.html,"Infinix Hot 60I 6/128Gb - up to 12Gb Extended Ram - Helio G81-6.7 Inch 120Hz, 6Gb Ram (Can Be Expanded to 12Gb), 128Gb Storage, 50Mp Ai Main Camera, and 5160 Mah Battery",Rp2.300.000,Kab. Cianjur,,,,,,
https://www.lazada.co.id/products/pdp-i8811436708.html,TECNO SPARK 30 PRO RAM 8/128 GB | 8/256 GB GARANSI RESMI TECNO INDONESIA,Rp913.455,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811456863.html,Tecno Pova 7 4G 8/128GB Garansi Resmi Indonesia,Rp989.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8810746010.html,"Realme C75 (8/128)(8/256) - Garansi Resmi, Hp Realme Terbaru 2024 Ori, Bisa COD",Rp989.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811464496.html,"Realme C75 8/128GB & 8/256GB, Mediatek Helio G92 6.72 Inch 50MP 6000 mAh | Garansi Resmi Realme Indonesia 1 Tahun",Rp999.900,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811464400.html,"Realme C75 8/128GB 8/256GB - Garansi Resmi, Realme Terbaru 2024, HP Murah Original Asli",Rp1.079.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8810702322.html,"HANDPHONE TECNO CAMON 40 - 8+8GB*/256GB, 50MP Sony + 8MP Ultra Wide Camera, 32MP Front Camera, 120Hz AMOLED, IP66, 5200mAh+45W",Rp990.000,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8775490114.html,XIAOMI POCO C71 Ram 4/128 GB Garansi Resmi,Rp1.228.000,Kota Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i8704136089.html,Samsung Galaxy A07 4/64GB Garansi Resmi,Rp1.649.000,Kota Semarang,,,,,,
https://www.lazada.co.id/products/pdp-i7634196596.html,Xiaomi Redmi A1 Ram 2 Rom 32GB,Rp1.099.000,Kota Surabaya,8% Off,Voucher save 8%,,,,
https://www.lazada.co.id/products/pdp-i8782004171.html,Samsung Galaxy A07 4/64GB new official warranty,Rp1.380.000,Kota Kediri,14% Off,Voucher save 14%,,,,
https://www.lazada.co.id/products/pdp-i8779698006.html,SAMSUNG GALAXY A36 5G 12/256GB  + Bonus,Rp1.864.322,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i18826545943.html,iQOO Z10 5G 12/512GB,Rp2.819.400,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i18826401424.html,Asus ROG Phone 7 Smartphone [8GB/256GB],Rp6.299.400,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i18827263086.html,[LIVE PRODUCT] ZTE NUBIA V70 MAX 6GB//128GB GARANSI RESMI - SMARTPHONE/PONSEL,Rp1.680.000,Kota Jakarta Pusat,40% Off,Voucher save 40%,,,New,
https://www.lazada.co.id/products/pdp-i18824717108.html,Infinix Smart 20 4/64GB 4/128GB [Garansi Resmi Infinix],Rp1.529.000,Kota Bogor,3% Off,Voucher save 3%,,,New,
https://www.lazada.co.id/products/pdp-i18824713163.html,Tecno Camon 50 Nfc 8Gb+8Gb*/256Gb 6.78 Inch Amoled Screen Ip69K Official Indonesian Warranty,Rp4.002.000,Kota Jakarta Barat,18% Off,Voucher save 18%,,,,
https://www.lazada.co.id/products/pdp-i8779574606.html,VIVO X50 PRO,Rp4.387.500,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8697790409.html,Zte Nubia Focus 2 5g Ram 8+12Gb/256Gb - Nubia Focus 2 5g 8/256Gb Official Warranty Zte Indonesia,Rp2.529.900,Kota Jakarta Barat,14% Off,Voucher save 14%,,,,
https://www.lazada.co.id/products/pdp-i18826553148.html,"vivo V50 Lite 5G 12/512GB, Sony IMX882, 6500mAh Battery+90W Flashcharge | Garansi Resmi",Rp3.359.400,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i8104142819.html,Realme Note 50 Ram 4 Rom 128GB,Rp1.250.000,Kota Surabaya,19% Off,Voucher save 19%,,,,
https://www.lazada.co.id/products/pdp-i8779538995.html,Samsung Galaxy S25 Ultra,Rp6.015.100,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i18826830899.html,SAMSUNG A15 5G 8/128,Rp2.099.400,Kota Jakarta Pusat,40% Off,Voucher save 40%,,,New,
https://www.lazada.co.id/products/pdp-i8410166502.html,Oppo A5 Pro 4G LTE 5G 8/128GB 8/256GB Garansi Resmi 1 Tahun,Rp3.029.000,Kota Jakarta Pusat,29% Off,Voucher save 29%,,,New,
https://www.lazada.co.id/products/pdp-i18826176133.html,OPPO A5 Pro 5G 8/256GB 8/128GB Garansi Resmi OPPO Indonesia,Rp1.683.600,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i18826876428.html,SAMSUNG A36 5G 8GB/128GB 8GB/256GB 12GB/256GB GARANSI RESMI - SMARTPHOME,Rp3.120.000,Kota Jakarta Pusat,40% Off,Voucher save 40%,,,New,
https://www.lazada.co.id/products/pdp-i8825060049.html,[Jikalaku] Tecno Spark Go3 Android 15 5000Mah Official Guarantee,Rp1.566.200,Kota Jakarta Pusat,,,,,New,
https://www.lazada.co.id/products/pdp-i8391952439.html,REDMI NOTE 14 5G 8/256GB | 12/512GB MEDIATEK DIMENSITY 7025 ULTRA GARANSI RESMI,Rp3.250.000,Kota Makassar,1% Off,Voucher save 1%,,,,
https://www.lazada.co.id/products/pdp-i8779742066.html,"POCO F7 (12/512GB) | Snapdragon® 8s Gen 4

ORI

6500mAh with 90W HyperCharge",Rp6.199.000,Kab. Bogor,,,,,,
https://www.lazada.co.id/products/pdp-i8779626421.html,Xiaomi Poco F7 Pro 12/512 GB,Rp2.798.795,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8628920861.html,tecno spark Go 2 4/128 4/64 3/64 garansi resmi,Rp1.248.000,Kota Jakarta Pusat,,,,,,
https://www.lazada.co.id/products/pdp-i18820808710.html,ITEL A100C 3/64GB 4/64GB GARANSI RESMI,Rp1.249.000,Kota Jakarta Timur,,,,,,
https://www.lazada.co.id/products/pdp-i8807300184.html,"Oppo Reno15 5g (8/256Gb)(12/256Gb) 6500Mah+80W Supervooc, Latest Oppo Cellphone 2026",Rp5.999.000,Kota Jakarta Utara,14% Off,Voucher save 14%,,,,
https://www.lazada.co.id/products/pdp-i8799026541.html,Tecno Spark 40 Pro Ram 8 Rom 128GB Second Original,Rp2.499.999,Kota Surabaya,19% Off,Voucher save 19%,,,,
https://www.lazada.co.id/products/pdp-i8728582388.html,Infinix Smart 8 Plus Ram 4GB Rom 128GB Second Original,Rp1.234.999,Kota Surabaya,5% Off,Voucher save 5%,,,,
https://www.lazada.co.id/products/pdp-i18825968257.html,"Honor X6C 6/256Gb Nfc Mediatek Helio G81 Ultra, 5300Mah 35W |   Official Honor Indonesia Warranty 1 Year",Rp3.000.000,Kota Jakarta Barat,6% Off,Voucher save 6%,,,New,
https://www.lazada.co.id/products/pdp-i8739516515.html,SHARP SHM261D || SH M261D AQUOS Sense8 SMART PHONE 8GB/256GB SIGNAL READY GARANSI RESMI SHARP INDONESIA,Rp3.999.000,Kab. Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i18826178047.html,Vivo T1 5G,Rp2.459.400,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i8665968196.html,TECNO POVA 7 8GB+256GB GARANSI RESMI TECNO 1 TAHUN,Rp2.199.000,Kota Surabaya,,,,,,
https://www.lazada.co.id/products/pdp-i8357738361.html,Oppo A6T Pro 8/128Gb A6 t |   Oppo A6T Official Guarantee Not Oppo A6 A60 A5,Rp2.284.000,Kota Jakarta Pusat,29% Off,Voucher save 29%,,,,
https://www.lazada.co.id/products/pdp-i18827456223.html,Realme 16 Pro 5g 12/256 Gb |   Realme16 Pro 5g 12/256Gb Official Warranty,Rp6.029.900,Kota Jakarta Barat,25% Off,Voucher save 25%,,,New,
https://www.lazada.co.id/products/pdp-i8785022907.html,"promo 12.12 REDMI 12 Ram 8+256.Baru layar besar 6,79 inch.5000mah",Rp816.953,Kab. Bangka Barat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8785056085.html,promo 12.12 realme C71 (4/128)(6/128)(8/128) - Garansi Resmi realme Indonesia,Rp727.209,Kab. Bangka Barat,30% Off,Voucher save 30%,,,,
https://www.lazada.co.id/products/pdp-i8770362619.html,"BIG PROMO Infinix Hot 50 | Hot 50 5G [6GB/256GB | 8GB/128GBGB | 8GB/256GB] Extended RAM, Helio G100, 6.78""FHD+ 120Hz, 5000mAh - Bisa Cicilan Tanpa Kartu Kredit - HP Murah - Garansi Resmi 1 Tahun ( Kredivo, Laz Pay Later, Bisa COD, Original )",Rp691.200,Kab. Cianjur,,,,,,
https://www.lazada.co.id/products/pdp-i5981388689.html,Infinix Hot 50 Nfc Gaming 12+ 256Gb Helio G100 (Registered Imei) Official Infinix 1 Year Warranty,Rp1.245.000,Kab. Bogor,4% Off,Voucher save 4%,948 sold,(555),,
https://www.lazada.co.id/products/pdp-i18817911113.html,Xiaomi Redmi 9A Seamless Normal Fullset 16/32,Rp2.150.000,Kab. Tuban,,,,,,
https://www.lazada.co.id/products/pdp-i8747386524.html,Hp! !! Tecno Pova Curve 5g Ram 8+8Gb*/256Gb 64Mp Primary Camera - Warranty,Rp2.850.000,Kota Jakarta Selatan,2% Off,Voucher save 2%,,,,
https://www.lazada.co.id/products/pdp-i8741980215.html,"[NEW LAUNCH] vivo iQOO Z10R, MediaTek Dimensity 7360-Turbo, 6500mAh 90W Bypass Charging, 120Hz AMOLED 3000nit, 50MP Sony IMX + Ultrawide, Dual Speaker + IP65",Rp3.499.000,Kab. Tangerang,,,454 sold,(128),,
https://www.lazada.co.id/products/pdp-i8346564295.html,Apple iPhone 14,Rp8.499.000,Kab. Sidoarjo,37% Off,Voucher save 37%,924 sold,(122),,
https://www.lazada.co.id/products/pdp-i8748428257.html,"Redmi 15 Nfc New, Ram 16/256Gb, Big Battery 7000 Mah Qualcomm Snapdragon 685 Processor, Official 1 Year Warranty",Rp1.995.000,Kota Depok,9% Off,Voucher save 9%,36 sold,(16),,
https://www.lazada.co.id/products/pdp-i5018940945.html,"Infinix Not 50 Pro Nfc Ram 16+256 Gb, (8+8Gb) Gaming Processor Amoled Screen (Curved) 50+32 Mp Camera, Mediatek Helio G100, Free Wireless Charger 5000 Mah Official 1 Year Guarantee (Registered Imei)",Rp1.795.000,Kota Depok,10% Off,Lowest Price Guarantee,199 sold,(90),,
https://www.lazada.co.id/products/pdp-i1157088936.html,Xiaomi Redmi 5plus Ram 4/64GB - Garansi 1tahun,Rp579.890,Kab. Bogor,39% Off,Voucher save 39%,,(1),,
https://www.lazada.co.id/products/pdp-i7356778178.html,ZTE Blade A35 Ram 12 + 64 GB (4 + 8GB) 1 year official warranty (IMEI tefdaftar),Rp1.295.000,Kab. Bogor,,,110 sold,(50),,
https://www.lazada.co.id/products/pdp-i6755680627.html,"[Official Store] Oppo A6S 8Gb+8Gb/256Gb [Snapdragon 685, 80W Supervooc, Dual Stereo Speakers]",Rp4.899.000,Kota Jakarta Utara,14% Off,Voucher save 14%,304 sold,(106),,
https://www.lazada.co.id/products/pdp-i6361318527.html,Samsung A10S Ram 2/32 second Rasa baru,Rp800.000,Kab. Bogor,27% Off,Voucher save 27%,27 sold,(15),,
https://www.lazada.co.id/products/pdp-i8755832266.html,Hp A79 Ram 8Gb+256Gb Cheap Hp Smartphone Fullset 12 Month Guarantee,Rp1.290.000,Kota Jakarta Barat,14% Off,Voucher save 14%,60 sold,(13),,
https://www.lazada.co.id/products/pdp-i4810382174.html,Tecno Spark Go 3 Go3 4/128 Official Guarantee,Rp1.330.000,Kota Jakarta Selatan,,,41 sold,(18),,
https://www.lazada.co.id/products/pdp-i7571096537.html,Infinix Hot 30i Ram 8/128 Garansi Resmi,Rp1.630.000,Kota Semarang,,,,,,
https://www.lazada.co.id/products/pdp-i8733252706.html,Tecno Camon 40 Pro 5G RAM 8/256GB white new national official warranty,Rp39.250.000,Kota Medan,,,,,,
https://www.lazada.co.id/products/pdp-i8829342201.html,Cheap used cell phone Xiaomi Redmi Note 5 who used,Rp690.000,Kab. Bogor,,,,,,
https://www.lazada.co.id/products/pdp-i8799594111.html,Samsung Galaxy S25 Ultra,Rp15.500.000,Kab. Karawang,,,,,,
https://www.lazada.co.id/products/pdp-i8830738924.html,Xioami 15 c 6 / 128 gb garansi xiaomi oroginal,Rp1.799.000,Kota Bandung,,,,,,
https://www.lazada.co.id/products/pdp-i18825091556.html,Samsung Galaxy S26 Ultra 12/256 12/512 16/1Tb 12Gb 16Tb 256Gb 512Gb 1Tb Ai Smartphone,Rp24.499.000,Kota Jakarta Pusat,,,,,,
https://www.lazada.co.id/products/pdp-i8124066973.html,TECNO SPARK 20 PRO PLUS RAM 8/256GB GARANSI RESMI,Rp2.594.000,Kota Palembang,,,,,,
https://www.lazada.co.id/products/pdp-i8801784601.html,Oppo Find X9 pro 16/512GB HP,Rp15.000.000,Kab. Karawang,,,,,,
https://www.lazada.co.id/products/pdp-i18827278562.html,Oppo A16 Ram 3/32 Black Promooo Guaranteed,Rp1.500.999,Kota Jakarta Utara,,,,(1),,
https://www.lazada.co.id/products/pdp-i8780144598.html,Samsung Galaxy A52 Ram 8GB/Rom 256GB Hitam,Rp2.300.000,Kota Medan,,,,,,
https://www.lazada.co.id/products/pdp-i8249898694.html,ZTE NUBIA V60 DESIGN RAM 6+10/256GB GARANSI RESMI,Rp1.419.000,Kota Palembang,,,,,,
https://www.lazada.co.id/products/pdp-i8780144602.html,realme c15 4/64gb original,Rp1.970.000,Kota Medan,,,,,,
https://www.lazada.co.id/products/pdp-i8080034060.html,ITEL RS4 RAM 12/256GB 8/128GB,Rp1.882.000,Kota Palembang,,,,,,
https://www.lazada.co.id/products/pdp-i8799334653.html,Oppo Find X8 Pro 16/512GB HP,Rp13.000.000,Kab. Karawang,4% Off,Voucher save 4%,,,,
https://www.lazada.co.id/products/pdp-i18821395392.html,Realme 16 Pro 5g 12/256Gb 200Mp Lumacolor Camera Dimensity 7300 Official Guarantee,Rp5.499.000,Kota Jakarta Utara,15% Off,Voucher save 15%,,,,
https://www.lazada.co.id/products/pdp-i8701314164.html,Redmi Note 14 5g,Rp1.750.000,Kota Batu,,,,(1),,
https://www.lazada.co.id/products/pdp-i7716088657.html,Vivo Y05 4/64Gb 4/128Gb 6500Mah Unisoc T7225 Extreme Durability Official Guarantee 100% Original,Rp1.899.000,Kota Jakarta Utara,27% Off,Voucher save 27%,581 sold,(263),,
https://www.lazada.co.id/products/pdp-i6301988896.html,Oppo A6S (8/128Gb) (8/256Gb) - Official Oppo Indonesia Warranty,Rp4.899.000,Kota Jakarta Utara,30% Off,Voucher save 30%,98 sold,(54),,
https://www.lazada.co.id/products/pdp-i8345360805.html,Infinix Hot 40 Pro smartphone 8GB/256GB - 120Hz FHD + Display - Helio G99-fast charge 5000mAh-12 months warranty,Rp2.029.500,Kota Jakarta Barat,1% Off,Voucher save 1%,21 sold,(8),,
https://www.lazada.co.id/products/pdp-i8740486979.html,Infinix Hot 60 Pro Plus NFC RAM 8 + 8/256.newcamera 50MP. original IMEI listed kemenperin,Rp2.280.000,Kab. Sukabumi,12% Off,Voucher save 12%,,,,
https://www.lazada.co.id/products/pdp-i6099478211.html,"Oppo A38 Cellphone Ram { 4+4 } 8Gb+128Gb, 50Mp Camera, Fast Charging 33W, 5000Mah, Official Guarantee, Registered Imei",Rp1.745.000,Kab. Bogor,3% Off,Voucher save 3%,144 sold,(71),,
https://www.lazada.co.id/products/pdp-i5981442355.html,Redmi 14C NFC 8 + 256 GB camera 50MP Helio G85 official warranty/Tam,Rp1.745.000,Kab. Bogor,8% Off,Voucher save 8%,23 sold,(15),,
https://www.lazada.co.id/products/pdp-i5972790089.html,"Oppo Reno 14F 5G NFC 8 + 8/256GB AMOLED display camera 50 fast charge 45W, Snapdragon 6 Gen 1 official warranty 1 year",Rp3.799.000,Kab. Bogor,12% Off,Voucher save 12%,49 sold,(34),,
https://www.lazada.co.id/products/pdp-i8830042421.html,Xiaomi Redmi Note 15 4g 8/128Gb & 8/256Gb - Official Xiaomi 1-Year Warranty,Rp2.875.000,Kota Jakarta Barat,,,6 sold,(1),,
https://www.lazada.co.id/products/pdp-i18826040458.html,"[New Launch] vivo Y400 - AMOLED 120Hz Ultra Terang, IP68/69 Tahan Air Ekstrem, 50MP Sony Kamera Underwater, 6000mAh Tahan 2 Hari",Rp1.919.400,Kota Surabaya,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i7752798818.html,A78 4G Ram 8 Rom 256GB,Rp1.999.000,Kota Surabaya,23% Off,Voucher save 23%,,,,
https://www.lazada.co.id/products/pdp-i8354410648.html,"itel S25 Ultra RAM 8/256GB 8/128GB - 6.78""FHD+ Amoled 3D 120hz - 6.9mm Ultra Slim Design - Corning Gorila Glass 7i - 32MP Selfie Cam - Rear Cam 50MP+2MP Macro - NFC - IP64 - DTS Sound Garansi Resmi Indonesia",Rp1.929.000,Kota Tangerang,,,,,,
https://www.lazada.co.id/products/pdp-i8218784052.html,REDMI POCO M6 RAM 8/256 GB GARANSI RESMI ORIGINAL 1 TAHUN,Rp2.099.000,Kota Surabaya,,,,,,
https://www.lazada.co.id/products/pdp-i7851408118.html,Xiaomi Redmi 12 Ram 8 Rom 128GB,Rp1.925.000,Kota Surabaya,4% Off,Voucher save 4%,,,,
https://www.lazada.co.id/products/pdp-i8728552050.html,Oppo A5X 4G 4GB + 128GB & 6GB + 128GB,Rp1.650.000,Kota Jakarta Barat,13% Off,Voucher save 13%,,,,
https://www.lazada.co.id/products/pdp-i672638078.html,OPPO,Rp2.000.000,Kota Binjai,,,,,,
https://www.lazada.co.id/products/pdp-i8284548683.html,Tecno Pova 6 Ram 8 Rom 256GB,Rp2.346.000,Kota Surabaya,22% Off,Voucher save 22%,,,,
https://www.lazada.co.id/products/pdp-i8798274504.html,Tecno spark 40 50MP 6/128 8/256 official warranty,Rp2.014.000,Kota Jakarta Pusat,,,,,,
https://www.lazada.co.id/products/pdp-i8700570454.html,Infinix Hot 60 Pro Plus,Rp2.780.000,Kota Jakarta Selatan,,,,,,
