Channel_Sumber,Author,Comment_Final,Likes,Time,Tipe_Komentar
Pixa Focus ID,@PixaFocusID,bikin kategori luas harga turun cepat banget utama ecomm bingung rentang harga sempet lho reno motorola sbg pilih tetep cakup milih reno14 v60 budget timbang alternatif timbang budget hemat,0,2025-12-28 17:06:16+00:00,Reply
Pixa Focus ID,@ilhamfadilah8506,vivo x300 pro vs huawei ultra,0,2025-12-28 15:40:37+00:00,Utama
Pixa Focus ID,@MuhammadAlvi-f6p,konten bantu cari handphone deep review btw thank saranin beli oppo reno gokss fire,3,2025-12-28 15:24:04+00:00,Utama
Pixa Focus ID,@PixaFocusID,siapp makasih udha monton ninggalin komen kesan pas pakai hpnya,0,2025-12-28 15:28:04+00:00,Reply
Pixa Focus ID,@SEN0-x81,bantu lnjutkn,0,2025-12-28 15:16:50+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih tonton folded hands,0,2025-12-28 16:23:23+00:00,Reply
Pixa Focus ID,@IisWildaniyah,ya allah moga beli handphone tecno camon ngonten,1,2025-12-28 14:51:28+00:00,Utama
Pixa Focus ID,@PixaFocusID,aamiin moga wujud ya folded hands,0,2025-12-28 16:23:31+00:00,Reply
Pixa Focus ID,@dy2568,realme pro 3jtaan masuk bli,0,2025-12-28 14:37:37+00:00,Utama
Pixa Focus ID,@barcodegaming759,tlong vidio kasih timestamp,0,2025-12-28 13:57:17+00:00,Utama
Pixa Focus ID,@memiming2973,selfie bagus,0,2025-12-28 13:50:44+00:00,Utama
Pixa Focus ID,@andykurniawanfirmansyah5842,subscribe like comment hype terima kasih semangat ya moga jujur ya reviewnya,2,2025-12-28 13:37:23+00:00,Utama
Pixa Focus ID,@PixaFocusID,siapp terima kasih ya lupa lonceng ya konten aminn folded hands,0,2025-12-29 10:27:47+00:00,Reply
Pixa Focus ID,@indrawijaya8137,alhamdulillah tonton video vivo x300 pro red heart face with tears of joy,2,2025-12-28 13:06:20+00:00,Utama
Pixa Focus ID,@arekseo,teman gag klik icon youtube app info ting high power background ya app donlod instagram,0,2026-01-03 04:47:24+00:00,Reply
Pixa Focus ID,@jegesmajenges,musik bagus banget sumpah party popper,0,2025-12-28 13:04:40+00:00,Utama
Pixa Focus ID,@MKZGAMING1279,abang pakai rekam vlog handphone,0,2025-12-28 13:02:42+00:00,Utama
Pixa Focus ID,@kodokmoonlight2465,kebel tecno,0,2025-12-28 12:50:35+00:00,Utama
Pixa Focus ID,@razackitv6943,subscribe check mark button,0,2025-12-28 12:44:33+00:00,Utama
Pixa Focus ID,@TipsBerkebunIRT,video muncul ganti handphone kamera,0,2025-12-28 12:32:30+00:00,Utama
Pixa Focus ID,@sukakopi1205,suka tonton channel spesifik kamera hp plus ilmu,0,2025-12-28 12:32:14+00:00,Utama
Pixa Focus ID,@batikmadrim2227,yes handphone ku masuk rekomendasi smiling face with smiling eyes,0,2025-12-28 12:12:46+00:00,Utama
Pixa Focus ID,@imamsyafii7041,tonton kali content pixa focus id subscribe done,0,2025-12-28 12:04:55+00:00,Utama
Pixa Focus ID,@ayodiki,bingung nyari nemu video kayak hunting hp-hp pilih disebutin beaming face with smiling eyes,0,2025-12-28 11:24:09+00:00,Utama
Pixa Focus ID,@sidoi120,bli tolong review x300 budgetnya kebel x300 folded hands light skin tone folded hands light skin tone folded hands light skin tone,1,2025-12-28 11:20:08+00:00,Utama
Pixa Focus ID,@halleyorens5506,makasih video manfaat bgt,0,2025-12-28 11:18:01+00:00,Utama
Pixa Focus ID,@AbidinS9,pakai ngevlog kamera,0,2025-12-28 11:16:05+00:00,Utama
Pixa Focus ID,@bitzy-m1h,bagus cuy x pro moga kebel folded hands dark skin tone,3,2025-12-28 11:14:25+00:00,Utama
Pixa Focus ID,@PixaFocusID,aminn moga wujud ya,1,2026-01-01 14:07:30+00:00,Reply
Pixa Focus ID,@mangmpick,ken upgrade x200 pro x300 pro,1,2025-12-28 11:10:29+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih upgrade nambah uang rekomen rekomen banget x200 pro bagus,0,2025-12-28 16:24:26+00:00,Reply
Pixa Focus ID,@mustamidel-bantuly1766,tonton pakai moto edge fusion puas,0,2025-12-28 10:49:51+00:00,Utama
Pixa Focus ID,@NadineAzkinanty,ngeflognya pakai handphone,0,2025-12-28 10:46:51+00:00,Utama
Pixa Focus ID,@Respect0vidio,pakai vivo x300 ya jt,0,2026-03-28 06:38:03+00:00,Reply
Pixa Focus ID,@Zhawlong,untung muncul beli pixel grinning squinting face,0,2025-12-28 10:45:05+00:00,Utama
Pixa Focus ID,@ginann-h4g,poco x7 pro rekomendasi kakak,0,2025-12-28 10:34:00+00:00,Utama
Pixa Focus ID,@umar13999,chanel favorite kamera ponsel thumbs up,0,2025-12-28 10:32:33+00:00,Utama
Pixa Focus ID,@robinardilessiagian2375,ambil video pakai handphone,0,2025-12-28 10:32:29+00:00,Utama
Pixa Focus ID,@Respect0vidio,vivo x300 basic,0,2026-03-28 06:35:32+00:00,Reply
Pixa Focus ID,@MS14BN,kereen thumbs up light skin tone fire,1,2025-12-28 09:56:55+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih fire,0,2025-12-28 16:23:17+00:00,Reply
Pixa Focus ID,@wahyudiarifin6062,yah infinix gt pro masuk sm dah dibuatin video lawan sm tecno pro,0,2025-12-28 09:56:04+00:00,Utama
Pixa Focus ID,@igartajam6512,epic videos,0,2025-12-28 09:37:14+00:00,Utama
Pixa Focus ID,@edlowrideradventure2364,realme pro,0,2025-12-28 09:29:08+00:00,Utama
Pixa Focus ID,@waffen4379,tonton pakai poco x7 pro langsung update hyper os puas,0,2025-12-28 09:05:43+00:00,Utama
Pixa Focus ID,@mujahid_a,bagus vivo beli x70 pro sampe pakai v series bagus vivo duit segitu mah cuman beli handphone orang uang,0,2025-12-28 07:59:47+00:00,Utama
Pixa Focus ID,@muhammadbilal7942,nice konten ben partying face,1,2025-12-28 07:52:02+00:00,Utama
Pixa Focus ID,@hellogoodnight27,untung banget channel percaya guys channel underrated banget bli percaya channel sen bli channel mudah2an tetep humble kayak ya bli guys please banget ramein channel subscribe share dll pokok,0,2025-12-28 07:27:23+00:00,Utama
Pixa Focus ID,@FamiliOfficeDotCom,xiaomi ultra china paman grinning face with sweat smiling face with smiling eyes koq masuk daftar,0,2025-12-28 07:27:08+00:00,Utama
Pixa Focus ID,@DWGadgets,serius minggu pikir ambil x300 pro daily party popper bagus,1,2025-12-28 07:02:58+00:00,Utama
Pixa Focus ID,@ahaaha1501,bikin konten pakai video,0,2025-12-28 06:54:13+00:00,Utama
Pixa Focus ID,@gamayudha,fix enak samsung pakai video seri s barusan ambil edge 60pro istri kamera lumayan,0,2025-12-28 06:45:24+00:00,Utama
Pixa Focus ID,@opikbadig2711,tunggu khusus kamera party popper party popper party popper,0,2025-12-28 06:26:22+00:00,Utama
Pixa Focus ID,@PixaFocusID,selamat tonton folded hands,0,2025-12-28 06:51:41+00:00,Reply
Pixa Focus ID,@DarnaLND,oppo fand x bagus fand x pro,0,2025-12-28 06:16:58+00:00,Utama
Pixa Focus ID,@ombalz,paman cari dnk comparison kamera handphone huawei pura ultra tara kamera mirrorless ya lensa utama hasil foto kenan moga review folded hands,0,2025-12-28 06:03:56+00:00,Utama
Pixa Focus ID,@vinzchanel3532,ipon masuk mnang mahal face with tears of joy,0,2025-12-28 05:37:35+00:00,Utama
Pixa Focus ID,@faizgoodboys,x300 all rounder beh kayak idam gitu red heart,2,2025-12-28 05:36:45+00:00,Utama
Pixa Focus ID,@PixaFocusID,bilang x300 tutup bbrp kelas segitu find x8 lumayan all rounder af kamera makro grinning face with sweat ya bantu harga murah,0,2025-12-28 06:56:28+00:00,Reply
Pixa Focus ID,@faizgoodboys,xiomi series masuk grinning face with sweat,2,2025-12-28 05:34:40+00:00,Utama
Pixa Focus ID,@alvarez9119,wajar bagus,0,2025-12-28 16:21:27+00:00,Reply
Pixa Focus ID,@amarnuralwi8522,ngikutin channel pas bahas oppo reno 5g penasaran banget kamera nemu video beranda yt gua tonton fix beli handphone dipake sukses channel yt youtuber gede fire,0,2025-12-28 05:31:08+00:00,Utama
Pixa Focus ID,@PADIRAZAZ,gimna color os kamera cepat penuh memory gb,0,2026-03-08 08:13:18+00:00,Reply
Pixa Focus ID,@Octaviyanto,as a x300 pro user i m so proud nyesel pilih handphone compact camera camera on pocket,0,2025-12-28 05:19:13+00:00,Utama
Pixa Focus ID,@faizgoodboys,thumbnail lucu grinning face with sweat,2,2025-12-28 05:18:55+00:00,Utama
Pixa Focus ID,@PixaFocusID,hahah niat ken bikin kyk thumbnail face with tears of joy,0,2025-12-28 06:52:33+00:00,Reply
Pixa Focus ID,@muhfazrin1163,bagus channel layak juta subscriber fire,2,2025-12-28 05:18:13+00:00,Utama
Pixa Focus ID,@PixaFocusID,aamiin terima kasih doa ya folded hands moga ya beaming face with smiling eyes folded hands,0,2025-12-28 07:53:57+00:00,Reply
Pixa Focus ID,@nvnov89,suka banget review kamera handphone sukses ya,0,2025-12-28 05:18:01+00:00,Utama
Pixa Focus ID,@kevinadityanalle2847,tolong video tips kamera vivo x300 pro thanks folded hands,0,2025-12-28 05:10:22+00:00,Utama
Pixa Focus ID,@PixaFocusID,tips shorts coba cek,0,2025-12-28 06:06:22+00:00,Reply
Pixa Focus ID,@DennyExplorer,tunggu thumbs up,0,2025-12-28 05:03:51+00:00,Utama
Pixa Focus ID,@fajarpanji597,shock nyata recordnya pakai x300 pro fps bokehnya rapi banget asli kirain pakai kamera,10,2025-12-28 05:00:15+00:00,Utama
Pixa Focus ID,@PixaFocusID,pakai kamera beaming face with smiling eyes kamera banget yah beaming face with smiling eyes btw makasih tonton sampe folded hands,1,2025-12-30 04:07:33+00:00,Reply
Pixa Focus ID,@AriqJaka,speakernya x300 pro,0,2025-12-30 04:49:08+00:00,Reply
Pixa Focus ID,@PixaFocusID,beaming face with smiling eyes lumayan kayak s25 fe oke buruk ya dasar speaker ip pro max kt f8 ultra bagus dengar handphone samsung dll,1,2025-12-30 04:59:03+00:00,Reply
Pixa Focus ID,@AriqJaka,timbang nimbang find x9 pro x300 pro grinning face with sweat,0,2025-12-30 11:28:07+00:00,Reply
Pixa Focus ID,@HermawanIvan,beneran video beda isi dipadatin tonton arah user bingung banget pixa focus pandu sektor kamera foto video handphone bahas bagus video khusus gambar rentang harga tunggu battle g60 fusion camon pro 5g z10r moga sisi bagus si z10r kalah telak keburu beli flagship x300pro video tsb ya liat autofocus kamera bener-bener ygdibilang separasi liat tekstur tali tas tara kerja keras pixafocus bener-bener jempol sabar chanel bagus,0,2025-12-28 04:59:44+00:00,Utama
Pixa Focus ID,@Banua_arancia,chanel andal referensi kerja admin sosmed admin ig nyata handphone kamera bagus gacuma iphone smiling face with smiling eyes,48,2025-12-28 04:50:48+00:00,Utama
Pixa Focus ID,@yudiwah7738,iphone ken tinggal pakai face with tears of joy android varian dann harga wahh flagship android baguss face with tears of joy face with tears of joy face with tears of joy,2,2026-03-06 11:59:41+00:00,Reply
Pixa Focus ID,@GaniArdan,ngeri channel bahas spesifikasi kamera gak obat fire,1,2025-12-28 04:44:59+00:00,Utama
Pixa Focus ID,@Helminkifli,bagus chanelnya auto subscribe,0,2025-12-28 04:40:51+00:00,Utama
Pixa Focus ID,@annisach316,beli oppo find x8 regular oppo find x9 regular ya,0,2025-12-28 04:39:42+00:00,Utama
Pixa Focus ID,@triwicaksono228,xiaomi xiaomi 15t pro bagus,0,2025-12-28 04:25:32+00:00,Utama
Pixa Focus ID,@PixaFocusID,bagus 15t pro thumbs up,0,2025-12-28 06:23:53+00:00,Reply
Pixa Focus ID,@abdulrm8924,selamat siang paman nyimak smiling face with smiling eyes grinning face with sweat auto like it hype slightly smiling face beaming face with smiling eyes thumbs up folded hands,0,2025-12-28 04:23:10+00:00,Utama
Pixa Focus ID,@PixaFocusID,terima kasih,0,2025-12-28 06:24:06+00:00,Reply
Pixa Focus ID,@abdulrm8924,handphone ber kamera ultra grinning face with sweat direlease global plus isu masuk indo siomay huawei hehe red question mark anguished face ya grinning face with smiling eyes susah cari lemah thinking face plus minus ai software kamera handphone hhe,0,2025-12-28 07:06:07+00:00,Reply
Pixa Focus ID,@andiai6605,tuju vivo x 300pro beli iphone 17pro max mahal dapatin qualitas video bagus video produksi vivo x 300pro bicara zoom lens extended kit kualitas foto dll klo murah beli mahal,1,2025-12-28 04:22:29+00:00,Utama
Pixa Focus ID,@nurafandi9813,enak beli handphone erafone nyoba nyoba sample mantab beli x300 pro hasil banding banding in erafone kejut pas tau hasil video x300pro ngimbangi iphone pro segi harga selisih 7juta hasil foto iphone kalah telak,1,2025-12-28 04:34:36+00:00,Reply
Pixa Focus ID,@exocdbsx9522,kek nemu harta karun crying face,1,2025-12-28 04:07:56+00:00,Utama
Pixa Focus ID,@PixaFocusID,folded hands folded hands makasih yuk,0,2025-12-28 06:58:09+00:00,Reply
Pixa Focus ID,@AyahCaca-b8n,bagus mantap,0,2025-12-28 04:05:59+00:00,Utama
Pixa Focus ID,@ridhoeksata9853,tetep tim xiaomi kadang konsisten kualitas lensa eksposur video jedag jedug natural tone leica tetep juara sayang gaada tone leica vide ya leica fokus fotografi videografi harap banget tone leica video plus ting sharpness saturation dll kayak vivo yuk yuk xiaomi,3,2025-12-28 03:48:37+00:00,Utama
Pixa Focus ID,@PixaFocusID,pribadi haha seru ngulik xiaomi red heart,0,2025-12-29 10:26:53+00:00,Reply
Pixa Focus ID,@segarabiruproperty,channel bagus bismillah sukses ya,1,2025-12-28 03:46:38+00:00,Utama
Pixa Focus ID,@PixaFocusID,amiin makasih ya,0,2025-12-28 06:50:41+00:00,Reply
Pixa Focus ID,@ridhoeksata9853,portrait video 4k60fps vivo x300 pro pure ya interpolasi 1080p30fps beda kentara segi detil sharpness 1080p vs 4k mulus asli 30fps 60fps smearing merging frame gagal lihat youtuber vivo x200 series video portrait smearing utama subjek gerak cepat daun pohon btw nice video respect ngereview device pakai usaha bawa reviewnya tetep asik nan kalem stay safe stay healthy,1,2025-12-28 03:41:09+00:00,Utama
Pixa Focus ID,@PixaFocusID,aminn terima kasih doa sehat portrait video fenomena unik x100 pro x200 pro sebenernya kamera langsung 4k30 portrait video pilih 4k30 1080p30 proses downgrade coba bandingin smear dll gak rapi gerak lihat ghost motion 1080p 4k kilas true 4k asumsi aja tajam 1080p asli lihat rambut dll ningkat tajam,1,2025-12-28 06:49:58+00:00,Reply
Pixa Focus ID,@estyonovanny,untung beli handphone abis bandingin video pixa coba pas beli handphone bingung ambil handphone apaa,0,2025-12-28 03:37:41+00:00,Utama
Pixa Focus ID,@PixaFocusID,hahaha makasih beli gara-gara lihat video,0,2025-12-28 06:46:23+00:00,Reply
Pixa Focus ID,@xperiamaster9685,video subscribe,0,2025-12-28 03:35:09+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih subscribe neng video manfaat folded hands,0,2025-12-28 06:45:47+00:00,Reply
Pixa Focus ID,@injoko69,makasih rekomendasi raised fist raised fist raised fist,0,2025-12-28 03:30:48+00:00,Utama
Pixa Focus ID,@PixaFocusID,senang manfaat folded hands,1,2025-12-28 06:45:32+00:00,Reply
Pixa Focus ID,@bicubicubic,shoot konten pakai iphone gila pakai vivo bagus banget,0,2025-12-28 03:27:40+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih ya shoot konten pakai android kadang pakai android juta face with tears of joy,0,2025-12-28 06:44:56+00:00,Reply
Pixa Focus ID,@hidupadalahperjuangan3453,puas pakai xiaomi gara-gara lihat review channel semangat party popper,0,2025-12-28 03:18:43+00:00,Utama
Pixa Focus ID,@PixaFocusID,bagus moga awet betah thumbs up,0,2025-12-28 06:44:26+00:00,Reply
Pixa Focus ID,@fain_amp7557,usul entar ambil video selfie fokus mata pandang arah lubang kamera pengaruh hasil video foto,1,2025-12-28 03:14:07+00:00,Utama
Pixa Focus ID,@PixaFocusID,ditanpung saran sebenernya pakai metode anti sales psycholigy cognitive load coba digoogle teknik soft selling plus biar relatable gen z jago notice hard selling beaming face with smiling eyes,0,2025-12-28 06:27:19+00:00,Reply
Pixa Focus ID,@nekomatcha,gilee x300 pro handphone idam wkwk suka x300 compact,0,2025-12-28 02:44:24+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya rada bongsor berat lumayan kelingking moga cepat wujud ya folded hands,0,2025-12-28 06:43:42+00:00,Reply
Pixa Focus ID,@OfficialGussYT,jujur abg btw poco x7 pro kamera gg,0,2025-12-28 02:31:32+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih ya moga awet ken upgrade wujud,0,2025-12-28 06:30:38+00:00,Reply
Pixa Focus ID,@DjerlasPurba,moga awet mksd,1,2025-12-28 08:49:50+00:00,Reply
Pixa Focus ID,@OfficialGussYT,syukur banget kebel hp handphone all raunder banget chipsetnya ngebut storage lega kamera bagus amin mkasih do a,0,2025-12-28 09:20:09+00:00,Reply
Pixa Focus ID,@OfficialGussYT,semenjak update hyperos smooth hp kamera kualitas baterai irit,0,2025-12-28 09:23:39+00:00,Reply
Pixa Focus ID,@Syaripudin-e3l,nungguin video abang biar kaga beli handphone resep nontonya aplod gara sakit mudah sehat biar ttp konsisten aplodnya,1,2025-12-28 02:28:49+00:00,Utama
Pixa Focus ID,@PixaFocusID,terima kasih ya kang moga sehat kang folded hands,0,2025-12-28 06:31:11+00:00,Reply
Pixa Focus ID,@disat06,bagus abangkuhh bagus bangett party popper,0,2025-12-28 02:20:19+00:00,Utama
Pixa Focus ID,@PixaFocusID,senang banget manfaat suka folded hands,0,2025-12-28 06:31:26+00:00,Reply
Pixa Focus ID,@disat06,bagus poko lahh lanjutkann,0,2025-12-28 10:40:21+00:00,Reply
Pixa Focus ID,@AjiJokk,animani lensa ubah skala animator 2x smooth type android opsi developer,0,2025-12-28 02:20:13+00:00,Utama
Pixa Focus ID,@abdulghony979,honor pro huawei nova pro masuk rekomendasi butuh kamera direview,0,2025-12-28 02:11:52+00:00,Utama
Pixa Focus ID,@PixaFocusID,nova pro tes masuk nominasi telefoto video selfienya goyang inkonsistensi honor pro cek lumayan,0,2025-12-28 06:33:13+00:00,Reply
Pixa Focus ID,@abdulghony979,terima kasih folded hands,0,2025-12-28 23:00:55+00:00,Reply
Pixa Focus ID,@abdulghony979,scr overall kamera diurutin v60 reno14 edge pro s24 fe,0,2025-12-29 02:02:16+00:00,Reply
Pixa Focus ID,@destaalhasan,langsung subscribe moga beli vivo x300 pro,0,2025-12-28 02:09:33+00:00,Utama
Pixa Focus ID,@PixaFocusID,aminn makasih subscribe moga wujud folded hands,0,2025-12-28 06:33:35+00:00,Reply
Pixa Focus ID,@AirullArt,find x9 kesan reno pro ya x300 ambil harga segitu rencana ambil find x9 pakai vivo v30 pengin nyoba oppo v30 bagus sii hasil foto cakep saing ip nahh pengin lompat nyoba flagship pengin betah dipake sampe,0,2025-12-28 02:03:28+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya ekspektasinya tele unggul lumayan nyata beda banget harga lumayan beda vivo suka processing v30 x300 karakter familiar fitur bejibun kualitas tingkat grinning face with smiling eyes pas portrait video kamera pakai flash vivo seri x ilang flashnya mode portrait video seri v,1,2025-12-28 06:35:15+00:00,Reply
Pixa Focus ID,@AirullArt,terimakasih saran folded hands light skin tone folded hands light skin tone folded hands light skin tone,0,2025-12-28 06:50:26+00:00,Reply
Pixa Focus ID,@adiwijianto5287,huawei rekomen sektor kamera bagus kamera dxomark,0,2025-12-28 01:57:46+00:00,Utama
Pixa Focus ID,@PixaFocusID,konsisten tele bagus bagus banget soft soft banget exposure lari lari kadang pas kadang white balance,0,2025-12-28 06:37:12+00:00,Reply
Pixa Focus ID,@arekseo,pakai kamera kamera record thanks folded hands,0,2025-12-28 01:51:55+00:00,Utama
Pixa Focus ID,@PixaFocusID,pakai kamera slightly smiling face,0,2025-12-28 06:37:26+00:00,Reply
Pixa Focus ID,@NN-fs6qy,juta era transsin banget,0,2025-12-28 01:45:25+00:00,Utama
Pixa Focus ID,@sleepleess,great video ben and team keep the good works,0,2025-12-28 01:44:13+00:00,Utama
Pixa Focus ID,@PixaFocusID,thank you banget ya,0,2025-12-28 06:38:01+00:00,Reply
Pixa Focus ID,@haristramadan5723,channel bahas putar performance phone channel fokus konten beneran fokus camera phone orang ngerti dokumentasi hidup suka lihat konten kayak gin clapping hands clapping hands semaangat konten ben tetep konsisten party popper,5,2025-12-28 01:24:38+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya pribadi relate rekomendasi info kamera ken beaming face with smiling eyes bikin asumsi orang face with tears of joy terima kasih moga bantu kaum kamera folded hands,2,2025-12-28 06:39:51+00:00,Reply
Pixa Focus ID,@takomatetakoyaki3186,sbgi gemar foto sllau cari mn kamera budget tertentuu so fokus kamera review sgt bantu mksh,0,2026-01-14 12:52:21+00:00,Reply
Pixa Focus ID,@ferdyyuliansyah3033,syukur handphone oppo reno all rounder harga jt an,0,2025-12-28 01:23:54+00:00,Utama
Pixa Focus ID,@PixaFocusID,mantep banget suka moga penuh syukur terima kasih,0,2025-12-28 06:41:31+00:00,Reply
Pixa Focus ID,@Respect0vidio,ipone masuk ipone rentang harga mao ipone murah sampe mahal kaya ipone promax kamera nanggung bahas camera harga isi handphone cina kecuali ken os ya ng beda ken ngerasain ios konten serius kaya vidionya bagus ya ipone,0,2025-12-28 01:15:50+00:00,Utama
Pixa Focus ID,@PixaFocusID,iya rentang harga android bagus video oke sederhana rekam video konteks 1x 2x android mid range bagus wuih jamin rekam inu telefoto flagship beaming face with smiling eyes,0,2025-12-28 06:42:43+00:00,Reply
Pixa Focus ID,@hamidtzy4966,nunggu poco f8ultra,0,2025-12-28 01:03:47+00:00,Utama
Pixa Focus ID,@sirajudin1781,bandingin pura pro pura ultra kalah ya,0,2025-12-28 01:02:10+00:00,Utama
Pixa Focus ID,@Respect0vidio,coba oppo find x8 ultra bandingin vivo x300 pro,0,2025-12-28 01:00:27+00:00,Utama
Pixa Focus ID,@Respect0vidio,huawei masuk google handphone mahal bahas huawei google orang sayang beli handphone mahal,0,2025-12-28 01:08:10+00:00,Reply
Pixa Focus ID,@anoegrah.faqoth,tunggu camon pro moto edge fussion,0,2025-12-28 00:37:11+00:00,Utama
Pixa Focus ID,@ivanjonesaditya,nurutin request btw thanks bantu tunggu battle handphone camon 40pro moto 60fusion iqoo z10r damn fire fire,170,2025-12-28 00:11:06+00:00,Utama
Pixa Focus ID,@PixaFocusID,makasih tonton ya,20,2025-12-28 06:52:10+00:00,Reply
Pixa Focus ID,@ivanjonesaditya,konten bagus fire,9,2025-12-28 07:08:43+00:00,Reply
Pixa Focus ID,@Dafahalg,request handphone all rounder 5jtan update os performa gaming,0,2025-12-28 08:52:07+00:00,Reply
Pixa Focus ID,@reagn7039,bingung moto 60f sma camon pro grinning face with sweat,1,2025-12-28 11:45:48+00:00,Reply
Pixa Focus ID,@ardipratama2290,selera suka handphone compact cocok suka moto g suka design kamera kayak kompor gas tungku endingnya pilih tecno,0,2025-12-28 12:21:08+00:00,Reply
Pixa Focus ID,@RaditFruztec,klu butuh video klufoto fix camon pro,0,2025-12-29 07:05:06+00:00,Reply
Pixa Focus ID,@n3em208,tunggu mode on tunggu review lengkap mutusin beli,0,2025-12-29 13:55:28+00:00,Reply
Pixa Focus ID,@bpx243,moto edge fusion,0,2025-12-30 10:12:18+00:00,Reply
Pixa Focus ID,@naufalglentung9714,tunggu red heart,0,2025-12-31 12:50:29+00:00,Reply
Pixa Focus ID,@AnggiSujiwo,idih pd nurut request bos,2,2026-01-01 03:57:42+00:00,Reply
Pixa Focus ID,@ivanjonesaditya,request camon 40pro vs iqoo z10r grinning face with sweat,1,2026-01-01 04:46:04+00:00,Reply
Pixa Focus ID,@JenniferSanjaya-o1n,kamera foto kayak camon pro ya moto fusion handphone lihat performa kenceng moto pakek dimensity fitur oke lengkap bagus beli fusion,2,2026-01-08 13:36:06+00:00,Reply
Pixa Focus ID,@ayufandardara,merek tecno kendala keluh kesah customer izin banget kenal tecno cewe nii anti banget handphone jarang kenal loudly crying face folded hands,0,2026-02-09 11:47:53+00:00,Reply
Pixa Focus ID,@WorldSpaceIDN,poco x7 pro,0,2026-03-23 11:01:21+00:00,Reply
Pixa Focus ID,@alfyanwahyu4767,salah beli x300 pro adaptasi bentuk kamera grinning face with sweat,0,2025-12-28 00:08:31+00:00,Utama
Pixa Focus ID,@mohamadzulfikar9226,woow party popper party popper nyata vlog rec vivo x300 pro party popper party popper party popper fix beli ketimbang oppo find x9 pro n iphone 17promax,3,2025-12-28 00:00:45+00:00,Utama
Pixa Focus ID,@abdulrm8924,ya khusus tuk kamera condong merek tsb all round ya cenderung oppo faktor pilih baterai software color os desain kamera face with open mouth grinning face with sweat imo slightly smiling face folded hands folded hands,1,2025-12-28 04:21:34+00:00,Reply
Pixa Focus ID,@mohamadzulfikar9226,kmren pegang oppo x9 pro elegant mewah banding iphn n vivo 20th setia iphone skrg pindah selera pribadi tetep vivo x300 pro pilih camera nonjol,1,2025-12-29 06:21:03+00:00,Reply
Pixa Focus ID,@PixaFocusID,all rounder condong oppo user kamera beli mahal ken kamera perfect beaming face with smiling eyes ngapain beli mahal dual recording 1080p30 hehehe jitternya,0,2025-12-29 07:03:49+00:00,Reply
Pixa Focus ID,@samsulmakatita5492,rekan video pakai smartphone,0,2025-12-27 23:57:38+00:00,Utama
Pixa Focus ID,@Syaripudin-e3l,nnton ampe abis nnti jawabanya,0,2025-12-28 03:03:41+00:00,Reply
Pixa Focus ID,@anast2030,bagus ben follow chanel bagus nentuin pilih beli handphone camera oke sukses ben thumbs up,1,2025-12-27 23:37:45+00:00,Utama
Pixa Focus ID,@PixaFocusID,terima kasih sukses ya pilih,1,2025-12-28 07:54:26+00:00,Reply
Pixa Focus ID,@anast2030,beli tecno camon pro istri smiling face with smiling eyes,0,2025-12-29 01:21:08+00:00,Reply
Pixa Focus ID,@nunyccock2,sehat sehat ya bli nice review smartphone direview cape banget tu btw rekam pakai oppo find x8 ultra kemarin grinning face with sweat,0,2025-12-27 23:33:59+00:00,Utama
Pixa Focus ID,@andikasapta4445,bantu keyenn party popper,0,2025-12-27 23:33:08+00:00,Utama
Pixa Focus ID,@GuluGal4,handphone ku masuk rekomen jg best si t pro hand with index finger and thumb crossed hand with index finger and thumb crossed hand with index finger and thumb crossed,0,2025-12-27 23:25:21+00:00,Utama
Pixa Focus ID,@nyatasekitarkita,terima kasih rekomendasi,0,2025-12-27 23:06:53+00:00,Utama
Pixa Focus ID,@dimasputrasetia3755,josjis paman milih handphone hasil kamera bagus thumbs up thumbs up,0,2025-12-27 23:03:54+00:00,Utama
Pixa Focus ID,@WONGIT-j7r,bagus bahas ponsel fokus kamera,0,2025-12-27 22:58:00+00:00,Utama
Pixa Focus ID,@waldi_hidayat69,sedih nyesel x beli realme pro plus update turun kwalitas camera buruk update hadeeuuhh person facepalming,2,2025-12-27 22:41:45+00:00,Utama
Pixa Focus ID,@squidy1937,realme diupdate alam,0,2025-12-27 22:48:07+00:00,Reply
Pixa Focus ID,@jeftarandry8403,rralme plus kamera bagus utk vidio update downgrade,0,2025-12-28 02:23:03+00:00,Reply
Pixa Focus ID,@Respect0vidio,realme salah elu salah realme pro ganti find x8 realme cuman handphone,0,2026-03-28 06:39:58+00:00,Reply
Pixa Focus ID,@ekamajor932,pas banget butuh rekomendasi handphone folded hands makasih folded hands,0,2025-12-27 22:34:32+00:00,Utama
Pixa Focus ID,@revakriting1320,debes abang party popper party popper party popper,0,2025-12-27 22:29:39+00:00,Utama
Pixa Focus ID,@SafarRide,hadir abang video sampe bingung beli handphone fotografi,0,2025-12-27 22:10:50+00:00,Utama
