channel,username,text,tanggal,panjang_komentar,sentiment
Pixa Focus ID,@PixaFocusID,kalau di tiktok masih banyak yg mikir iphone promax punya zoom optik x malah dan bisa dibikin sampe x optik gara marketing di websitenya jadi mungkin masih lama dia akan dianggap punya rekaman terbaik,2026-03-23 05:07:09+00:00,200,netral
Pixa Focus ID,@motorschannel6438,keren bang,2026-01-17 09:16:54+00:00,10,positif
Pixa Focus ID,@RidhoRupawan,hasil kamerabr apparture dengan nilai paling kecilbr ukuran lensabr pixelbrhasil videobr ada eisgyro di hadwere dan fiturbr softwerebr fitur ukuran video kk,2026-01-16 17:46:06+00:00,156,netral
Pixa Focus ID,@gakada-h5k,tadi saya mau beli iphone pro untuk kebutuhan bikin konten setelah melihat video ini jadi bingung,2026-01-16 11:09:21+00:00,97,netral
Pixa Focus ID,@wanwankyo,gas x pro hehe,2026-01-20 07:37:14+00:00,14,netral
Pixa Focus ID,@dodifitra4937,tadinya saya bertanya abg ini rekam pake apa kok cakep banget ternyata x pro fix bg sa co x pro tadi nya mau ambil pro makasih ya bg,2026-01-16 08:26:13+00:00,132,netral
Pixa Focus ID,@PixaFocusID,siapp makasih banyak bang udah nonton sampai habis semoga puas dgn x pro nya nanti,2026-01-16 08:45:10+00:00,82,positif
Pixa Focus ID,@Syareifes.Elahdori-sn2do,request bg utk kedepannyabattle kamera vivo x pro vs oppo find x pro sm vivo x vs oppo find x,2026-01-16 05:59:35+00:00,93,netral
Pixa Focus ID,@takomatetakoyaki3186,bwangg emang oks bgt x pro tapii pas liat hrgnya jetong wooo belum range sayaah,2026-01-14 13:01:21+00:00,79,netral
Pixa Focus ID,@murattal,bikin rekomendasi hp camera terbaik mantan flagship bang karena kami kaum mendang mending mau cari harga yang terjangkau tapi pengen hp flagship bang,2026-01-13 14:41:00+00:00,149,netral
Pixa Focus ID,@LbramElvano,setuju bgt,2026-01-24 17:05:35+00:00,10,netral
Pixa Focus ID,@danurkresnamurti3598,semakin yakin dengan video ini bang,2026-01-13 05:26:36+00:00,35,netral
Pixa Focus ID,@arsita1915,hay kak terimakasih atas rekomendasi yg kk beri cocok bgt buat cwe yg mau fokus pada camera selfi,2026-01-12 09:42:24+00:00,97,netral
Pixa Focus ID,@PixaFocusID,siapp samasama tertarik dgn yang mana,2026-01-12 12:35:30+00:00,37,netral
Pixa Focus ID,@alexofficial1348,good job,2026-01-10 15:42:38+00:00,8,netral
Pixa Focus ID,@cahyaanugrah4948,alhamdulillah komen dengan t pro,2026-01-10 09:56:35+00:00,32,netral
Pixa Focus ID,@PixaFocusID,mantap bang semoga awet dan betah terus,2026-01-11 00:03:56+00:00,39,positif
Pixa Focus ID,@stbchanell7740,bang kamera di pake buat video di konten ini pake kamera hp apa bang atau pake kamaera apa,2026-01-10 05:40:44+00:00,90,netral
Pixa Focus ID,@PixaFocusID,itu ada bang di sekitaran a href an,2026-01-10 08:20:28+00:00,35,netral
Pixa Focus ID,@rizwarkhadafi479,pertama x nonton video om saya langsung tertarik buat lihat sampe habis karna penjelasan bagus pembawaan nya tenang adem saya auto subscribechannel ini juga saya rekomendasikan ke keluarga dan teman teman saya semangat terus om semoga cepat tembus jt subscribe,2026-01-09 22:56:10+00:00,260,positif
Pixa Focus ID,@PixaFocusID,wahh terima kasih banyak aminnn makasih banyak udah nonton dan ninggalin komen sampe rekomen ke temankeluarga juga brjangan lupa juga untuk nyalain loncengnya yaa biar konten berikutnya tetep ramai juga,2026-01-12 12:50:58+00:00,202,netral
Pixa Focus ID,@liaanggraeni3564,hp apa yg keamanannya bagus untuk mbanking dan tidak ada iklan,2026-01-09 14:51:19+00:00,62,positif
Pixa Focus ID,@liaanggraeni3564,hp apa yg keamanannya bagus untuk m banking dll,2026-01-09 14:50:38+00:00,47,positif
Pixa Focus ID,@PixaFocusID,semua hp aman kok asal ga sembarangan aja install apk selalu install aplikasi dari play storebrdan aktifkan sidik jari biar ga harus selalu masukin pin karena kalau masukin pin itu rentan diintip orang ketika kita masukin angkanya,2026-01-12 12:52:31+00:00,230,netral
Pixa Focus ID,@PutraRendy-g1m,coba review vivo x pro nya bang,2026-01-09 12:11:38+00:00,31,netral
Pixa Focus ID,@muhammadusdi3440,realme pro plus gmn bang,2026-01-09 05:08:30+00:00,24,netral
Pixa Focus ID,@PixaFocusID,kurang rekomen kalau nyari performa kamera keseluruhan karena videonya tidak stabil di banyak resolusi kamera utama kalah dgn yg sudah disebut di atas dan kamera telenya jg cuma bagus sampe x aja cocok kalau nyari foto tele aja,2026-01-09 07:38:21+00:00,227,positif
Pixa Focus ID,@muhammadusdi3440,harga realme pro plus saat ini di kisaran jt an dari sisi kamera apakah masih kalah dgn tecno camon pro g,2026-01-09 10:06:42+00:00,105,netral
Pixa Focus ID,@PixaFocusID,bicara rekaman video kamera utama dan kamera depan iya kalah lumayan kerasa,2026-01-09 10:10:31+00:00,75,netral
Pixa Focus ID,@muhammadusdi3440,atas jawabannya bang,2026-01-09 11:56:49+00:00,20,netral
Pixa Focus ID,@JohannFanzuri,poco f bagus ga om,2026-01-08 18:59:02+00:00,18,positif
Pixa Focus ID,@PixaFocusID,bagus bang tp kalau performa ga penting banget dan cuma pengen kameranya bisa ambil poco x pro yg kualitas foto dan videonya mirip bagusnya bahkan di sikon tertentu lebih bagus,2026-01-08 23:46:13+00:00,176,positif
Pixa Focus ID,@Abdiel03,kamera vivo xpro harga mati,2026-01-08 15:20:08+00:00,27,netral
Pixa Focus ID,@radityaputra2103,mantap bang sarannya referensi yang memang bagus di sektor kamera,2026-01-08 13:33:05+00:00,65,positif
Pixa Focus ID,@PixaFocusID,terima kasih banyak ya bang senang kalau bermanfaat bang,2026-01-08 13:42:22+00:00,56,netral
Pixa Focus ID,@antonsupriyadi4437,bang coba battle in kamera poco x nfc vs iphone,2026-01-08 10:09:31+00:00,47,netral
Pixa Focus ID,@noname-jb4rz,buat apa hp jadul semua itu bikin admin repot compare nyabrhanya segelintir orng yg mau beli di tahun sekarangbrreques hp yg terbaru aja,2026-01-08 10:38:04+00:00,136,netral
Pixa Focus ID,@Nasi_A_king,untuk selfie dan online shop kamera depan terbaik apa bg,2026-01-08 05:09:14+00:00,56,netral
Pixa Focus ID,@Ocean_mystica,aku suka konten tentang kamera,2026-01-08 03:57:51+00:00,30,positif
Pixa Focus ID,@teguhpurwantara9565,gw suka reno karena gw anggap all rounder dan ternyata emg recomended di chanel ini auto subscribe,2026-01-07 22:38:19+00:00,98,positif
Pixa Focus ID,@PixaFocusID,makasih banyak bang jangan lupa loncengnya juga yabrbrreno emsng udah jelas dari sisi kamera all rounder banget kalau kita nyari kamera udah sangat amat aman dan best choice di harganya,2026-01-07 22:46:12+00:00,185,netral
Pixa Focus ID,@teguhpurwantara9565,bang,2026-01-07 22:51:34+00:00,4,netral
Pixa Focus ID,@PixaFocusID,sama bang,2026-01-07 23:00:08+00:00,9,netral
Pixa Focus ID,@agussolo1315,mang kl di suruh milih camon pro vs infinik gt pro milih mn ya bang buat perekaman vidio sama kamera,2026-01-07 16:04:47+00:00,100,netral
Pixa Focus ID,@PixaFocusID,camon pro bang lebih bagus lumayan kerasa bedanya fotonya video ada plus minus tp video kamera depan bagusan camon pro,2026-01-07 22:48:13+00:00,118,netral
Pixa Focus ID,@wahyudialfian3045,bang minta infokalo kamera samsung lamakelamaan kualitasnya menurunkiraquot hp android yg kamera bagus dlm jangka waktu lama tipe apa ya,2026-01-07 11:14:52+00:00,136,positif
Pixa Focus ID,@gahanaaquatic,bang mending moto edge fusion atau poco x pro kebutuhan foto video content non gaming,2026-01-07 05:45:53+00:00,85,netral
Pixa Focus ID,@yii0001,kenap di harga jutaan redmi note pro plus sama xiaomi t gk termasuk di list soalnya dari nonton berbagai riview bnyk yang jelasin kamera di dua hp tersebut bagus bahkan setara flagship kata riviewer brbrtlong pencerahannya bg soalnya lagi nyari hp di budjet jutaan rekomendasi untuk kakak perempuanku maunya menonjol di segi kamera pemakaiannya lebih ke selfie sama kadang foto bareng keluarga pake kamera belakang,2026-01-06 15:00:13+00:00,414,positif
Pixa Focus ID,@imasnurfadilah7547,honor pro recommend gk bang,2026-01-06 13:46:14+00:00,27,netral
Pixa Focus ID,@mlaeluadhan6559,ini serius kamera depan vivo x pro bang,2026-01-06 12:59:18+00:00,39,netral
Pixa Focus ID,@papa_rei,point penting br batre jelas irit iphone secara anmah lawan an mah bisa imbang sot nya jam lebihbr stabilisasi vidio dan proses zoom perpindahan kamera lebih bagus di iphone br untuk rekam vidio lama stabil dan adem di iphone karna iosnya sudah bagusbrbrbr selebihnya vivo bisa lebihh unggul dan lebih best price,2026-01-06 07:51:13+00:00,312,positif
Pixa Focus ID,@SS1_3_5,samsung s fe sama oppo reno pro ambil mana ya bang mau beli hehe,2026-01-05 11:11:00+00:00,64,netral
Pixa Focus ID,@PixaFocusID,lebih saranin reno pro d karena fotonya bagus dari uw w tele dan videonya juga cukup bersaing secara detail dan warna dgn s fe paling kalah dikit di kestabilan tapi perlu diingat rekam itu seru kalau bisa zoom dan masih bersih di s fe telefotonya kecil sensornya di reno pro lebih mumpuni,2026-01-05 11:36:33+00:00,288,positif
Pixa Focus ID,@SS1_3_5,makasih banyk ya bang,2026-01-05 13:29:38+00:00,21,netral
Pixa Focus ID,@SS1_3_5,s fe sama reno ambil mana bang,2026-02-04 10:55:34+00:00,30,netral
Pixa Focus ID,@SS1_3_5,saran reno vs samsung fe amibil,2026-02-05 01:36:53+00:00,31,netral
Pixa Focus ID,@PixaFocusID,kalau lebih foto reno kalau lebih video s fe kalau zoom harus bagus jangan pilih s fe,2026-02-05 01:49:07+00:00,85,positif
Pixa Focus ID,@KRBRIXZ,iphone sudah jelek kah bang kamera videonya,2026-01-05 09:45:05+00:00,43,negatif
Pixa Focus ID,@PixaFocusID,masih bagus stabil jitter minim bisa di tempat yg sulit juga cuma dynamic range agak belum sebagus beberapa androidiphone terbaru dan ada limitasi di ga bisa zoom jauhjauh sementara beberapa android di harga yg sama kalau rekam dan zoom itu bagus lho buat pemandangan dll kepake banget,2026-01-05 11:40:15+00:00,285,positif
Pixa Focus ID,@KRBRIXZ,ada rekomendasi hp yg cocok bwt konten indoor gak ko mau ngonten pagi siang malem tetep maksimal hasil videonya mungkin tetep di bantu dengan lighting rekomendasi hp budget jt ko sementara saya masih pegang iphone sih apakah ada rekomendasi lain sebelumnya trimasih ko gbu,2026-01-05 12:28:44+00:00,272,netral
Pixa Focus ID,@noname-jb4rz,brxiaomi t atau vivo v brmemory cari yg gb,2026-01-08 10:40:14+00:00,42,netral
Pixa Focus ID,@dynastylingga,info dong kak kamera hp yang sama setara dengan huawei p pro terutama low light sama zoom nya makasi sebelumnya,2026-01-04 20:05:49+00:00,111,netral
Pixa Focus ID,@rafipratama9809,dr awal gw penasaran beliau ngerekam pake kamera apa kirain make kamera mirrolless ehh ternyata,2026-01-04 15:18:03+00:00,95,netral
Pixa Focus ID,@nurulqamariah7094,ternyata apa bg,2026-01-06 03:00:53+00:00,15,netral
Pixa Focus ID,@Siloveme3,bang tolong tambah review hasil foto dan video langsung dari aplikasi sosmed seperti ig tiktok dan yt bagaimana proses optimasinya terhadap aplikasi sosmed itu cukup krusial si bang karena ada beberapa fitur yang hanya bisa di gunakan saat langsung direct rekaman atau foto di dalam aplikasi sosmed semua orang pakai itu kebanyakan untuk yang lain suidah cukup lengkap plis kabulin bang,2026-01-04 13:37:07+00:00,386,netral
Pixa Focus ID,@PixaFocusID,kalau yg ig ada banyak bngt bang di ig cek aja di story atau highlights udah dikategorikan berdasarkan merktipebrbryg tiktok nanti bakal mulai dipost jg di sana tiap review jd bisa cek langsung hasilnya sekalian ramein ya dgn follow,2026-01-08 15:16:06+00:00,232,netral
Pixa Focus ID,@rhainydahlia1701,bersyukur lewat nh videonya lagi butuh buat foto jualan,2026-01-04 13:07:33+00:00,55,netral
Pixa Focus ID,@PixaFocusID,haha mantep jadinya tertarik yg mana,2026-01-05 11:40:45+00:00,36,netral
Pixa Focus ID,@SingotSingot,tiba tiba bet koh gundu,2026-01-04 12:33:44+00:00,23,netral
Pixa Focus ID,@ruangiwak3531,kirain tadi nyapa temennya,2026-01-04 12:50:26+00:00,26,netral
Pixa Focus ID,@desalarangansidoarjo997,wah g nyangka ternyata sangat rekomendasi x pro,2026-01-04 08:59:10+00:00,47,netral
Pixa Focus ID,@mrhermawan2803,kamera emg xp sih kl all around ke xp btreny jumbo plus os lbh ke color dprda origin,2026-01-04 08:16:19+00:00,84,netral
Pixa Focus ID,@ap-he,request honor lite sama oppo a pro bang,2026-01-04 06:35:12+00:00,39,netral
Pixa Focus ID,@achongmen6846,x pro vs xprobrini dunk,2026-01-04 04:49:50+00:00,23,netral
Pixa Focus ID,@abdulaziiz8433,sorry bang baru nonton dan keren banget video lu,2026-01-04 02:00:48+00:00,48,positif
Pixa Focus ID,@PixaFocusID,santee aman bang makasih banyak udah nonton bang,2026-01-05 11:44:21+00:00,48,netral
Pixa Focus ID,@anoseri,bang iqoo neo termasuk bagus ga tks,2026-01-03 16:41:08+00:00,35,positif
Pixa Focus ID,@qwer123e1fz,bang minta insight nya dong mending vivo x pro atau xiaomi ultra yahbrfeeling sih vivo x ultra bakal mahal mendekati iphonebrkalau harga mending beli iphone aja soalnya harganya ga drop parah kalo dijual lagi,2026-01-03 10:14:01+00:00,208,negatif
Pixa Focus ID,@PixaFocusID,ini harus lihat dulu sih versi global ultra kayak gimana nanti bangbrkalau sejauh ini saya lebih prefer x pro tapi ini cuma lihat review orang luar yang pake unit china,2026-01-03 11:28:19+00:00,168,netral
Pixa Focus ID,@itsmeschenz418,bru gw jual x pro beli jt jual jt,2026-01-03 09:45:31+00:00,33,netral
Pixa Focus ID,@PixaFocusID,wih turunnya kenceng kenapa dijual lagi bang,2026-01-03 09:51:45+00:00,44,netral
Pixa Focus ID,@itsmeschenz418,x ultranya biar gk anjlok bgt harganya,2026-01-05 12:59:31+00:00,38,netral
Pixa Focus ID,@gandhiratna1597,omm blsbrmau beli redmi note g brbuat sosmed sama foto foto bagus gak,2026-01-03 09:07:16+00:00,69,positif
Pixa Focus ID,@PixaFocusID,kurang bang videonya sih lumayan tapi mendingan camon g atau infinix note pro kalau untuk di bawah juta bisa lihat juga di ig saya bang di highlights ada banyak banget contohcontoh dari ketiganyabrcoba lihat ini bangbra href di atas jutaan bisa lihat ini a href,2026-01-03 11:23:25+00:00,261,netral
Pixa Focus ID,@davidsngrh,pingin find x tapi juga pingin xiaomi t pro harga selisih dikit t pro telephoto sampai x sementara x cuma kali doank seberapa oke sih telephotonya x di tpro om atau mungkin dia cuma unggul disitu aja dibanding x yg lebih all rounder terimakasih,2026-01-03 03:05:25+00:00,244,netral
Pixa Focus ID,@PixaFocusID,telefotonya di xiaomi pakai sensor yg lebih kecil tapi perbesaran optik lebih panjang hasilnya di x tajeman si xiaomi di x juga menurut saya bagusan xiaomibrbrdan bagian dari keunggulan tele xiaomi itu ada di processingnya ai nya lumayan oke tapi find x juga bagus telenya jadi ya banget bang tergantung tonenya aja suka yg leica atau yg lebih alami seperti find xbrbruntuk video bagusan find x tapi dibilang beda jauh banget juga gak pada akhirnya tone juga bermain misal rekam sunset pake t pro itu walau agak goyang pas zoom maksimal tp warnanya cakep banget di find x juga cakep cuma ada tone yg sedikit berbeda selerabrbrlalu soal kamera utama sebenernya bagusan xiaomi t pro lho sensornya bagus untuk low light dan ukurannya quot vs find x yang quot lebih besar di t pro lebih bagus nangkap cahayanya lebih detail juga,2026-01-03 11:31:44+00:00,824,positif
Pixa Focus ID,@davidsngrh,biyssa feedbacknya mkasih bang,2026-01-10 15:32:46+00:00,30,netral
Pixa Focus ID,@PixaFocusID,sama bang,2026-01-10 15:36:07+00:00,9,netral
Pixa Focus ID,@davidsngrh,brati sama x atau x basic tetep t pro yg lebih menarik ya,2026-01-10 22:06:53+00:00,57,netral
Pixa Focus ID,@PixaFocusID,nyari apanya nih kalau ngeliat kualitas kamera utama sebenernya masih tetep lebih bagus t pro terutama buat fotobrbrtp kalau bicara soal makro rekaman video yg lebih bagus dynamic rangenya perpindahan lensanya dll x unggulbrbrdan soal telefoto juga masih cuma bedanya x bisa makro lebih deket pake kamera telefotonya,2026-01-11 00:01:17+00:00,316,positif
Pixa Focus ID,@AktivitasPerangkat,nungguin moto edge fusion vs camon pro g brbrbtw moto edge fusion bukannya ada autofocus ya di kamera depan,2026-01-02 23:40:06+00:00,107,netral
Pixa Focus ID,@PixaFocusID,udah keluar bang reviewnya yukk cek di berandabrbrkalau soal kamera depan gas ada bang fusion dan pro ga ada af di kamera depan,2026-01-03 11:26:07+00:00,127,netral
Pixa Focus ID,@fixy3657,wah pura ultra ga masuk yah,2026-01-02 23:13:04+00:00,27,netral
Pixa Focus ID,@PixaFocusID,pengen masukin tapi harganya ga turun dbrdan kameranya walau bagus tapi juga kurangnya ga sedikit exposure kurang konsisten white balance kadang aneh foto hasil tele kadang tajem kadang soft abis nah halhal kayak gitu yg bikin saya susah rekomen untuk kelas harganya d,2026-01-03 11:41:05+00:00,268,positif
Pixa Focus ID,@noname-jb4rz,peringkat dxomark pun bakal jd kurang banget kalo br no googlebr gbr chipset bapukbr update os nihilbr android doankbr security patch jadul,2026-02-05 17:21:54+00:00,139,netral
Pixa Focus ID,@PixaFocusID,jbrznah itu trade offs nya kebanyakan,2026-02-06 01:19:01+00:00,37,netral
Pixa Focus ID,@fr8305,kamera yg dipakai untuk ngerekam apa bang,2026-01-02 22:52:08+00:00,41,netral
Pixa Focus ID,@PixaFocusID,ada di sekitaran menit a href an bang,2026-01-03 11:26:42+00:00,37,netral
Pixa Focus ID,@Redmi12C-g5q,lu pke apan bangplease,2026-01-02 18:55:22+00:00,22,netral
Pixa Focus ID,@arekseo,kan dah dijelasin video ini pake x pro kamera depan pas saya tanya mode protrait dan skrg jd daily driver nya,2026-01-03 04:48:07+00:00,109,netral
Pixa Focus ID,@nf.azrina2696,selalu menunggu video terbaru dari chanel ini cara penyampaian dan konsep reviewnya detail bagus enak dilihat dan didengar mantaaappp semangat terus bang ditunggu batle camon pro sama motorolanya,2026-01-02 16:17:26+00:00,195,positif
Pixa Focus ID,@PixaFocusID,siappp semoga ga ada halangan lagi bisa terbit nanti sorebrbrterima kasih banyak ya buat komennya bang dan karena udah seria nonton juga beneran kebantu banget,2026-01-02 23:17:09+00:00,159,netral
Pixa Focus ID,@bambangsugiarto8302,hmm kayak gak asing tempat buat joggingnya wkwkwk di bali di bakung yah wkekwk,2026-01-02 12:59:09+00:00,78,netral
Pixa Focus ID,@ArifHakim-q8n,kenapa kalo infinix note pro g buat foto orang lebih gelap hasil nya ya bang brada saran buat settingan nya bang,2026-01-02 10:32:07+00:00,112,netral
Pixa Focus ID,@PixaFocusID,iya kadang kulit kerasa agak kusem kalau siang coba pake profile warna yg lebih terang bang atau tap dulu di wajah biar wajar lebih menerang sebelum foto,2026-01-02 11:33:16+00:00,153,netral
Pixa Focus ID,@ArifHakim-q8n,kalo saya coba barusan kalo pakai hdr kulit jadi lebih gelap tapi kalo gak pakai hdr hasilnya normal terima kasih bang,2026-01-03 15:29:47+00:00,118,netral
Pixa Focus ID,@alimaksum7253,review kamera vivo x basic bang,2026-01-02 06:41:12+00:00,31,netral
Pixa Focus ID,@PixaFocusID,diusahakan ya bang,2026-01-02 12:57:29+00:00,18,netral
Pixa Focus ID,@RejekiSelamet,bang tolong reveiw kamera sharp aquos sense dong saya pengen beli untuk daily dan sosmed,2026-01-02 04:50:28+00:00,88,netral
Pixa Focus ID,@nengahsujana814,lawanya pura double tele nih vivo x pro,2026-01-01 19:27:30+00:00,39,netral
Pixa Focus ID,@hamkakancil3393,yg abang pegang hp apa kok smoth bgt,2026-01-01 16:17:37+00:00,36,netral
Pixa Focus ID,@PixaFocusID,ada di a href,2026-01-01 16:20:26+00:00,13,netral
Pixa Focus ID,@Eyyozal,yang dipake buat vlog di video ini pake kamera apa bang,2026-01-01 16:11:43+00:00,55,netral
Pixa Focus ID,@PixaFocusID,wah banyak yg nanya padahal ada lho di segmen jutaan yuk cek di sekitar a href ke depan,2026-01-01 16:17:55+00:00,87,netral
Pixa Focus ID,@Respect0vidio,ya tetep mantan flagzip lah itu tetep beda,2026-03-28 06:43:08+00:00,42,netral
Pixa Focus ID,@miaallthien4462,ternyata winernya hp impianku vivo x pro sholawatin za dulu,2026-01-01 15:14:22+00:00,59,netral
Pixa Focus ID,@TriRaharjo-y9l,yang di buat ngonten pakai handphone apaa,2026-01-01 14:53:38+00:00,41,netral
Pixa Focus ID,@PixaFocusID,itu coba lihat di segmen akhir sudah diungkap,2026-01-01 14:56:12+00:00,45,netral
Pixa Focus ID,@WINDIOKTAVIANI-tf1sv,yg bagus buat record atau poto buat low light tpi ada ois nya,2026-01-01 14:52:29+00:00,61,positif
Pixa Focus ID,@PixaFocusID,budget berapa nih mas,2026-01-02 11:36:02+00:00,21,netral
Pixa Focus ID,@WINDIOKTAVIANI-tf1sv,jt bang,2026-01-02 13:22:28+00:00,7,netral
Pixa Focus ID,@PixaFocusID,tfsvowalah kalau foto lowlight sih jelas t pro ya under juta videonya jg bagus kok cuma ya masih kalah sama s fe kalau soal minim jitter brbrtapi keganti sama tele yg jauh dan tajem sensor kamera utama yg besar minim noise juga,2026-01-02 14:43:50+00:00,227,positif
Pixa Focus ID,@WINDIOKTAVIANI-tf1sv,best terimakasih sarannya sngt mmbantu cuma ini cape bgt da liat desainnya ke kompor kameranya ggk masuk slera mon maaf hnya pndapt,2026-01-02 15:16:30+00:00,131,netral
Pixa Focus ID,@wayanbagus-y3v,gara gara lu w beli x pro mana pakek splater pula nambah kreditan ni,2026-01-01 13:54:10+00:00,68,netral
Pixa Focus ID,@PixaFocusID,wah semoga aman lancar bang ke depannya ya,2026-01-01 14:07:16+00:00,42,netral
Pixa Focus ID,@wayanbagus-y3v,siap orang bali bg,2026-01-01 14:11:55+00:00,18,netral
Pixa Focus ID,@ameliaindraswari3227,bang mksh bny berkat lo gue manteb beli reno and damn gue ga nyesel sama sekali sukses selalu bang jarang ada content creator yg ngebahas soal camera in depth thank you thank you,2026-01-01 12:04:26+00:00,178,netral
Pixa Focus ID,@PixaFocusID,mantapp seneng banget dengernya kalau orang ikutan puas juga bang makasih banyak udah sharing ya bang,2026-01-02 11:35:48+00:00,101,positif
Pixa Focus ID,@baejoohyun-w2e,saran dong mending ip atau camon,2026-01-01 11:57:54+00:00,32,netral
Pixa Focus ID,@viperaze1614,dan akhirnya setelah berfikir panjang x lebarbrsaya memutuskan beli xiaomi t pro tadi brkata atm mulai dari ya kak,2026-01-01 11:01:43+00:00,114,netral
Pixa Focus ID,@PixaFocusID,semoga awet t pro nya bisa dipakai ngonten dan cari uang juga,2026-01-01 13:06:12+00:00,61,netral
Pixa Focus ID,@andreasdidik3772,happy new year om ben dan tim pixafocusid best wishes ahead gbu,2026-01-01 07:49:32+00:00,63,netral
Pixa Focus ID,@PixaFocusID,terima kasih banyak happy new year juga sehat selalu sekeluarga gbu,2026-01-02 11:35:04+00:00,67,netral
Pixa Focus ID,@dekpraha3522,btw record video ini pakai apa bli,2026-01-01 04:47:50+00:00,34,netral
Pixa Focus ID,@dekpraha3522,sabar menonton sampai habis akhirnya terjawab,2026-01-01 05:07:01+00:00,45,netral
Pixa Focus ID,@qumbow,ini channel sangat recomended bantu support gengs,2026-01-01 03:13:10+00:00,49,netral
Pixa Focus ID,@dig1creative,kl untuk ngonten pilih techno apa edge,2026-01-01 02:24:46+00:00,38,netral
Pixa Focus ID,@frederyckolievera7893,zeiss emang legend sih kamera ny dari jaman nokia vivo x pro moga tahun baru bisa kebeli,2025-12-31 14:26:27+00:00,88,netral
Pixa Focus ID,@PixaFocusID,aminn semoga terwujud segera bang,2026-01-05 11:47:29+00:00,33,netral
Pixa Focus ID,@mayalarasati7875,sangat membantu saya yg bingung mau bki hp yg mana,2025-12-31 12:14:17+00:00,50,netral
Pixa Focus ID,@PixaFocusID,mantap makasih banyak udah nonton bang,2025-12-31 15:43:14+00:00,38,positif
Pixa Focus ID,@riizuukii,poco x pro terpantau udah pada naek di jutaan dimarketplace nyesel dulu ga beli pas dapet voucher di harga juga,2025-12-31 11:45:06+00:00,111,netral
Pixa Focus ID,@Ngimming,req honor pro vs mit pro bli,2025-12-31 06:31:48+00:00,28,netral
Pixa Focus ID,@anggisetyaprayoga,bang coba review realme gtt,2025-12-31 06:20:11+00:00,27,netral
Pixa Focus ID,@ovhyhormati9427,best gadget smartphone channel so farbrbr yg senior br gadgetinbr kgbr jagat reviewbr bestindotehcbr youtuber cupubrbr pendatang barubr pixa focusbr mendang mendingbrbrsukses slalu gadget reviewer indonesia,2025-12-31 05:50:14+00:00,206,netral
Pixa Focus ID,@PixaFocusID,makasih banyak bang ikuti terus ya,2025-12-31 06:29:42+00:00,34,netral
Pixa Focus ID,@ovhyhormati9427,bang saya beli xiaomi bulan kemarin salah satunya krn nnton juga channel abang,2025-12-31 07:58:19+00:00,78,netral
Pixa Focus ID,@merlungmengaji3541,kalau hoby foto zoom x utk street photography apa aja bg rekomendasi per level harga bg fokus ke x tele dan x nya,2025-12-31 03:08:48+00:00,113,netral
Pixa Focus ID,@PixaFocusID,kalau foto zoom minimal harus di jutaan deh bang motorola edge pro atau vivo v lebih condong vivo tapi lebih mahalbrbropsi berikutnya xiaomi t pro tapi lebih naik lagi harganya bang ini pilihan utama buat street photography,2025-12-31 06:31:16+00:00,223,negatif
Pixa Focus ID,@merlungmengaji3541,mantap bg jadi penasaran hasil zoom xiaomi t pro lawan vivo x pro dan iphone pro,2025-12-31 02:53:00+00:00,80,positif
Pixa Focus ID,@princehariz69,sengaja ku hype baru sekarang biar bisa nge up video ini lagi setelah beberapa haribrbrtambahan hype no,2025-12-31 02:21:40+00:00,103,netral
Pixa Focus ID,@PixaFocusID,makasih banyak bang,2025-12-31 15:44:15+00:00,19,netral
Pixa Focus ID,@BayuWiraWicaksana-q6i,ini cara ng hype gimana sih brnyari tombolnya gak nemu,2025-12-31 01:07:56+00:00,54,netral
Pixa Focus ID,@morenootomotif7460,dari awal gua udh bertanya tanya device apa yang dipake buat rekam dri awal ampe akhir kalo itu hp separasi nya bagus banget sumpah kyk pke kamera tapi kalo pake kamera harusnya kamera ngga gini bokeh nya dan pas direveal rekam pake apa kaget banget klo x potrait videonya joss,2025-12-31 00:19:40+00:00,277,positif
Pixa Focus ID,@mnajibali2011,vivo x jetong gile,2025-12-31 00:18:02+00:00,18,netral
Pixa Focus ID,@dansan92,s fe semoga bisa kebeli,2025-12-30 22:52:09+00:00,23,netral
Pixa Focus ID,@PixaFocusID,semoga kesampaian ya bang,2025-12-31 15:43:58+00:00,25,netral
Pixa Focus ID,@ashqi99,keren euyy selalu detailll,2025-12-30 22:31:45+00:00,26,positif
Pixa Focus ID,@PixaFocusID,makasih banyakk kang,2025-12-30 22:43:16+00:00,20,netral
Pixa Focus ID,@mhmdzafa2073,samsung a gk masuk ikut saing camon pro kah bg atau mending camon a href,2025-12-30 19:40:52+00:00,72,netral
Pixa Focus ID,@PixaFocusID,mending camon atau motorola edge fusion aja fotonya lebih bagus videonya mirip aja malah fusion lebih bagus,2025-12-30 21:01:50+00:00,107,positif
Pixa Focus ID,@aar_doank,kerennn mudahan konsisten amp tetep semangat bkin konten ngulik hp tentang kamera gini bang,2025-12-30 17:03:59+00:00,91,positif
Pixa Focus ID,@PixaFocusID,amiiin makasih banyak doanya bang,2025-12-31 15:43:51+00:00,33,netral
Pixa Focus ID,@akangedi9091,akhirnyaahhhhhbrbanyak yang tunggu video ini lohhbrini gw doain channel lo maju bli,2025-12-30 16:54:14+00:00,83,netral
